Name,API Name,CoreMark Score,Compute Family,FFmpeg FPS,Instance Memory,vCPUs,Instance Storage,Network Performance,On Demand,Linux Reserved cost,Linux Spot Minimum cost,Windows On Demand cost,Windows Reserved cost
C7A 24xlarge,c7a.24xlarge,"2,865,386.529",Compute optimized,315.0 fps,192 GiB,96 vCPUs,EBS only,37.5 Gigabit,,,,,
C7A Double Extra Large,c7a.2xlarge,"257,510.73",Compute optimized,105.0 fps,16 GiB,8 vCPUs,EBS only,Up to 12.5 Gigabit,,,,,
C7A 32xlarge,c7a.32xlarge,"4,052,342.761",Compute optimized,294.0 fps,256 GiB,128 vCPUs,EBS only,50 Gigabit,,,,,
C7A 48xlarge,c7a.48xlarge,"5,863,490.609",Compute optimized,311.0 fps,384 GiB,192 vCPUs,EBS only,50 Gigabit,,,,,
C7A Quadruple Extra Large,c7a.4xlarge,"514,497.026",Compute optimized,189.0 fps,32 GiB,16 vCPUs,EBS only,Up to 12.5 Gigabit,,,,,
C7A Eight Extra Large,c7a.8xlarge,"1,061,007.958",Compute optimized,285.0 fps,64 GiB,32 vCPUs,EBS only,12.5 Gigabit,,,,,
C7A Large,c7a.large,"67,336.289",Compute optimized,,4 GiB,2 vCPUs,EBS only,Up to 12.5 Gigabit,,,,,
C7A Medium,c7a.medium,"32,965.222",Compute optimized,,2 GiB,1 vCPUs,EBS only,Up to 12.5 Gigabit,,,,,
C7A Metal-48xl,c7a.metal-48xl,"6,115,948.184",Compute optimized,329.0 fps,384 GiB,192 vCPUs,EBS only,50 Gigabit,,,,,
C7A Extra Large,c7a.xlarge,"133,081.956",Compute optimized,55.0 fps,8 GiB,4 vCPUs,EBS only,Up to 12.5 Gigabit,,,,,
C7G 12xlarge Extra Large,c7g.12xlarge,"1,252,037.822",Compute optimized,240.0 fps,96 GiB,48 vCPUs,EBS only,22.5 Gigabit,$2.1624 hourly,$1.4281 hourly,$0.5265 hourly,,
C7G 16xlarge Extra Large,c7g.16xlarge,"1,611,786.186",Compute optimized,242.0 fps,128 GiB,64 vCPUs,EBS only,30 Gigabit,$2.8832 hourly,$1.9041 hourly,$0.8543 hourly,,
C7G Double Extra Large,c7g.2xlarge,"199,104.032",Compute optimized,72.0 fps,16 GiB,8 vCPUs,EBS only,Up to 15 Gigabit,$0.3604 hourly,$0.238 hourly,$0.133 hourly,,
C7G Quadruple Extra Large,c7g.4xlarge,"413,329.889",Compute optimized,133.0 fps,32 GiB,16 vCPUs,EBS only,Up to 15 Gigabit,$0.7208 hourly,$0.476 hourly,$0.2894 hourly,,
C7G Eight Extra Large,c7g.8xlarge,"807,876.799",Compute optimized,212.0 fps,64 GiB,32 vCPUs,EBS only,15 Gigabit,$1.4416 hourly,$0.952 hourly,$0.4881 hourly,,
C7G Large,c7g.large,"51,890.77",Compute optimized,,4 GiB,2 vCPUs,EBS only,Up to 12.5 Gigabit,$0.0901 hourly,$0.0595 hourly,$0.0348 hourly,,
C7G Medium,c7g.medium,"24,828.271",Compute optimized,,2 GiB,1 vCPUs,EBS only,Up to 12.5 Gigabit,$0.0451 hourly,$0.0298 hourly,$0.0119 hourly,,
C7G Metal,c7g.metal,"1,533,852.606",Compute optimized,245.0 fps,128 GiB,64 vCPUs,EBS only,30 Gigabit,$2.8832 hourly,$1.9041 hourly,$0.6153 hourly,,
C7G Extra Large,c7g.xlarge,"99,781.727",Compute optimized,38.0 fps,8 GiB,4 vCPUs,EBS only,Up to 12.5 Gigabit,$0.1802 hourly,$0.119 hourly,$0.0712 hourly,,
C7GD 12xlarge Extra Large,c7gd.12xlarge,"1,211,280.045",Compute optimized,238.0 fps,96 GiB,48 vCPUs,2850 GB (2×1425 GB NVMe SSD),22.5 Gigabit,$2.7216 hourly,$1.7146 hourly,$0.7754 hourly,,
C7GD 16xlarge Extra Large,c7gd.16xlarge,"1,579,466.93",Compute optimized,242.0 fps,128 GiB,64 vCPUs,3800 GB (2×1900 GB NVMe SSD),30 Gigabit,$3.6288 hourly,$2.2861 hourly,$0.8429 hourly,,
C7GD Double Extra Large,c7gd.2xlarge,"206,718.346",Compute optimized,72.0 fps,16 GiB,8 vCPUs,474 GB NVMe SSD,Up to 15 Gigabit,$0.4536 hourly,$0.2858 hourly,$0.1278 hourly,,
C7GD Quadruple Extra Large,c7gd.4xlarge,"402,161.619",Compute optimized,133.0 fps,32 GiB,16 vCPUs,950 GB NVMe SSD,Up to 15 Gigabit,$0.9072 hourly,$0.5715 hourly,$0.3126 hourly,,
C7GD Eight Extra Large,c7gd.8xlarge,"819,882.142",Compute optimized,212.0 fps,64 GiB,32 vCPUs,1900 GB NVMe SSD,15 Gigabit,$1.8144 hourly,$1.1431 hourly,$0.5997 hourly,,
C7GD Large,c7gd.large,"50,706.725",Compute optimized,,4 GiB,2 vCPUs,118 GB NVMe SSD,Up to 12.5 Gigabit,$0.1134 hourly,$0.0714 hourly,$0.0228 hourly,,
C7GD Medium,c7gd.medium,"24,917.461",Compute optimized,,2 GiB,1 vCPUs,59 GB NVMe SSD,Up to 12.5 Gigabit,$0.0567 hourly,$0.0357 hourly,$0.0101 hourly,,
C7GD Metal,c7gd.metal,"1,630,157.922",Compute optimized,245.0 fps,128 GiB,64 vCPUs,3800 GB (2×1900 GB NVMe SSD),30 Gigabit,$3.6288 hourly,$2.2861 hourly,$0.6923 hourly,,
C7GD Extra Large,c7gd.xlarge,"100,483.577",Compute optimized,36.0 fps,8 GiB,4 vCPUs,237 GB NVMe SSD,Up to 12.5 Gigabit,$0.2268 hourly,$0.1429 hourly,$0.0666 hourly,,
C7GN 12xlarge Extra Large,c7gn.12xlarge,,Compute optimized,,96 GiB,48 vCPUs,EBS only,150 Gigabit,,,,,
C7GN 16xlarge Extra Large,c7gn.16xlarge,,Compute optimized,,128 GiB,64 vCPUs,EBS only,200 Gigabit,,,,,
C7GN Double Extra Large,c7gn.2xlarge,,Compute optimized,,16 GiB,8 vCPUs,EBS only,Up to 50 Gigabit,,,,,
C7GN Quadruple Extra Large,c7gn.4xlarge,,Compute optimized,,32 GiB,16 vCPUs,EBS only,50 Gigabit,,,,,
C7GN Eight Extra Large,c7gn.8xlarge,,Compute optimized,,64 GiB,32 vCPUs,EBS only,100 Gigabit,,,,,
C7GN Large,c7gn.large,,Compute optimized,,4 GiB,2 vCPUs,EBS only,Up to 30 Gigabit,,,,,
C7GN Medium,c7gn.medium,,Compute optimized,,2 GiB,1 vCPUs,EBS only,Up to 25 Gigabit,,,,,
C7GN Metal,c7gn.metal,,Compute optimized,,128 GiB,64 vCPUs,EBS only,200 Gigabit,,,,,
C7GN Extra Large,c7gn.xlarge,,Compute optimized,,8 GiB,4 vCPUs,EBS only,Up to 40 Gigabit,,,,,
C7I-FLEX 12xlarge Extra Large,c7i-flex.12xlarge,"1,109,399.076",Compute optimized,245.0 fps,96 GiB,48 vCPUs,EBS only,Up to 18.75 Gigabit,$2.5376 hourly,$1.676 hourly,$0.6285 hourly,$4.7456 hourly,$3.884 hourly
C7I-FLEX 16xlarge Extra Large,c7i-flex.16xlarge,"1,296,684.001",Compute optimized,228.0 fps,128 GiB,64 vCPUs,EBS only,Up to 25 Gigabit,$3.3835 hourly,$2.2347 hourly,$0.6944 hourly,$6.3275 hourly,$5.1787 hourly
C7I-FLEX Double Extra Large,c7i-flex.2xlarge,"181,289.421",Compute optimized,73.0 fps,16 GiB,8 vCPUs,EBS only,Up to 12.5 Gigabit,$0.4229 hourly,$0.2793 hourly,$0.1467 hourly,$0.7725 hourly,$0.6289 hourly
C7I-FLEX Quadruple Extra Large,c7i-flex.4xlarge,"374,590.292",Compute optimized,140.0 fps,32 GiB,16 vCPUs,EBS only,Up to 12.5 Gigabit,$0.8459 hourly,$0.5587 hourly,$0.249 hourly,$1.5451 hourly,$1.2579 hourly
C7I-FLEX Eight Extra Large,c7i-flex.8xlarge,"686,965.544",Compute optimized,210.0 fps,64 GiB,32 vCPUs,EBS only,Up to 12.5 Gigabit,$1.6918 hourly,$1.1174 hourly,$0.4029 hourly,$3.0902 hourly,$2.5158 hourly
C7I-FLEX Large,c7i-flex.large,"40,363.269",Compute optimized,,4 GiB,2 vCPUs,EBS only,Up to 12.5 Gigabit,$0.1057 hourly,$0.0698 hourly,$0.0255 hourly,$0.1931 hourly,$0.1572 hourly
C7I-FLEX Extra Large,c7i-flex.xlarge,"81,045.487",Compute optimized,32.0 fps,8 GiB,4 vCPUs,EBS only,Up to 12.5 Gigabit,$0.2115 hourly,$0.1397 hourly,$0.0758 hourly,$0.3863 hourly,$0.3145 hourly
C7I 12xlarge Extra Large,c7i.12xlarge,"1,114,637.356",Compute optimized,245.0 fps,96 GiB,48 vCPUs,EBS only,18.75 Gigabit,$2.6712 hourly,$1.7642 hourly,$1.0132 hourly,$4.8792 hourly,$3.9722 hourly
C7I 16xlarge Extra Large,c7i.16xlarge,"1,461,076.022",Compute optimized,240.0 fps,128 GiB,64 vCPUs,EBS only,25 Gigabit,$3.5616 hourly,$2.3523 hourly,$1.4034 hourly,$6.5056 hourly,$5.2963 hourly
C7I 24xlarge,c7i.24xlarge,"1,984,974.843",Compute optimized,251.0 fps,192 GiB,96 vCPUs,EBS only,37.5 Gigabit,$5.3424 hourly,$3.5284 hourly,$1.3273 hourly,$9.7584 hourly,$7.9444 hourly
C7I Double Extra Large,c7i.2xlarge,"159,211.901",Compute optimized,58.0 fps,16 GiB,8 vCPUs,EBS only,Up to 12.5 Gigabit,$0.4452 hourly,$0.294 hourly,$0.1772 hourly,$0.8132 hourly,$0.662 hourly
C7I 48xlarge,c7i.48xlarge,"3,925,310.072",Compute optimized,268.0 fps,384 GiB,192 vCPUs,EBS only,50 Gigabit,$10.6848 hourly,$7.0569 hourly,$2.5524 hourly,$19.5168 hourly,$15.8889 hourly
C7I Quadruple Extra Large,c7i.4xlarge,"382,775.12",Compute optimized,131.0 fps,32 GiB,16 vCPUs,EBS only,Up to 12.5 Gigabit,$0.8904 hourly,$0.5881 hourly,$0.4008 hourly,$1.6264 hourly,$1.3241 hourly
C7I Eight Extra Large,c7i.8xlarge,"766,834.412",Compute optimized,223.0 fps,64 GiB,32 vCPUs,EBS only,12.5 Gigabit,$1.7808 hourly,$1.1762 hourly,$0.7019 hourly,$3.2528 hourly,$2.6482 hourly
C7I Large,c7i.large,"39,481.477",Compute optimized,,4 GiB,2 vCPUs,EBS only,Up to 12.5 Gigabit,$0.1113 hourly,$0.0735 hourly,$0.0402 hourly,$0.2033 hourly,$0.1655 hourly
C7I Metal-24xl,c7i.metal-24xl,"2,007,248.397",Compute optimized,278.0 fps,192 GiB,96 vCPUs,EBS only,37.5 Gigabit,$5.3424 hourly,$3.5284 hourly,$1.1655 hourly,$9.7584 hourly,$7.9444 hourly
C7I Metal-48xl,c7i.metal-48xl,"4,179,667.658",Compute optimized,283.0 fps,384 GiB,192 vCPUs,EBS only,50 Gigabit,$10.6848 hourly,$7.0569 hourly,$1.8937 hourly,$19.5168 hourly,$15.8889 hourly
C7I Extra Large,c7i.xlarge,"97,652.277",Compute optimized,33.0 fps,8 GiB,4 vCPUs,EBS only,Up to 12.5 Gigabit,$0.2226 hourly,$0.147 hourly,$0.0844 hourly,$0.4066 hourly,$0.331 hourly
C8A 12xlarge Extra Large,c8a.12xlarge,"2,043,132.804",Compute optimized,388.0 fps,96 GiB,48 vCPUs,EBS only,22.5 Gigabit,,,,,
C8A 16xlarge Extra Large,c8a.16xlarge,"2,600,921.16",Compute optimized,400.0 fps,128 GiB,64 vCPUs,EBS only,30 Gigabit,,,,,
C8A 24xlarge,c8a.24xlarge,"3,994,099.626",Compute optimized,414.0 fps,192 GiB,96 vCPUs,EBS only,40 Gigabit,,,,,
C8A Double Extra Large,c8a.2xlarge,"354,872.098",Compute optimized,133.0 fps,16 GiB,8 vCPUs,EBS only,Up to 15 Gigabit,,,,,
C8A 48xlarge,c8a.48xlarge,"6,834,509.093",Compute optimized,410.0 fps,384 GiB,192 vCPUs,EBS only,75 Gigabit,,,,,
C8A Quadruple Extra Large,c8a.4xlarge,"731,565.384",Compute optimized,237.0 fps,32 GiB,16 vCPUs,EBS only,Up to 15 Gigabit,,,,,
C8A Eight Extra Large,c8a.8xlarge,"1,300,372.503",Compute optimized,349.0 fps,64 GiB,32 vCPUs,EBS only,15 Gigabit,,,,,
C8A Large,c8a.large,"94,265.515",Compute optimized,,4 GiB,2 vCPUs,EBS only,Up to 12.5 Gigabit,,,,,
C8A Medium,c8a.medium,"42,137.791",Compute optimized,,2 GiB,1 vCPUs,EBS only,Up to 12.5 Gigabit,,,,,
C8A Metal-24xl,c8a.metal-24xl,"3,948,696.855",Compute optimized,438.0 fps,192 GiB,96 vCPUs,EBS only,40 Gigabit,,,,,
C8A Metal-48xl,c8a.metal-48xl,"7,931,202.824",Compute optimized,412.0 fps,384 GiB,192 vCPUs,EBS only,75 Gigabit,,,,,
C8A Extra Large,c8a.xlarge,"188,146.754",Compute optimized,68.0 fps,8 GiB,4 vCPUs,EBS only,Up to 12.5 Gigabit,,,,,
C8G 12xlarge Extra Large,c8g.12xlarge,"1,371,722.512",Compute optimized,293.0 fps,96 GiB,48 vCPUs,EBS only,22.5 Gigabit,$2.3789 hourly,$1.571 hourly,$0.7821 hourly,,
C8G 16xlarge Extra Large,c8g.16xlarge,"1,995,323.461",Compute optimized,296.0 fps,128 GiB,64 vCPUs,EBS only,30 Gigabit,$3.1718 hourly,$2.0947 hourly,$1.0344 hourly,,
C8G 24xlarge,c8g.24xlarge,"2,925,714.286",Compute optimized,298.0 fps,192 GiB,96 vCPUs,EBS only,40 Gigabit,$4.7578 hourly,$3.1421 hourly,$1.034 hourly,,
C8G Double Extra Large,c8g.2xlarge,"236,896.654",Compute optimized,88.0 fps,16 GiB,8 vCPUs,EBS only,Up to 15 Gigabit,$0.3965 hourly,$0.2618 hourly,$0.15 hourly,,
C8G 48xlarge,c8g.48xlarge,"5,350,424.969",Compute optimized,278.0 fps,384 GiB,192 vCPUs,EBS only,50 Gigabit,$9.5155 hourly,$6.2841 hourly,$2.6266 hourly,,
C8G Quadruple Extra Large,c8g.4xlarge,"486,803.073",Compute optimized,159.0 fps,32 GiB,16 vCPUs,EBS only,Up to 15 Gigabit,$0.793 hourly,$0.5237 hourly,$0.3369 hourly,,
C8G Eight Extra Large,c8g.8xlarge,"1,024,081.927",Compute optimized,254.0 fps,64 GiB,32 vCPUs,EBS only,15 Gigabit,$1.5859 hourly,$1.0474 hourly,$0.4459 hourly,,
C8G Large,c8g.large,"58,152.213",Compute optimized,,4 GiB,2 vCPUs,EBS only,Up to 12.5 Gigabit,$0.0991 hourly,$0.0655 hourly,$0.0224 hourly,,
C8G Medium,c8g.medium,"30,161.363",Compute optimized,,2 GiB,1 vCPUs,EBS only,Up to 12.5 Gigabit,$0.0496 hourly,$0.0327 hourly,$0.009 hourly,,
C8G Metal-24xl,c8g.metal-24xl,"3,003,284.843",Compute optimized,300.0 fps,192 GiB,96 vCPUs,EBS only,40 Gigabit,$4.7578 hourly,$3.1421 hourly,$0.5851 hourly,,
C8G Metal-48xl,c8g.metal-48xl,"5,484,930.724",Compute optimized,283.0 fps,384 GiB,192 vCPUs,EBS only,50 Gigabit,$9.5155 hourly,$6.2841 hourly,$0.9516 hourly,,
C8G Extra Large,c8g.xlarge,"125,039.075",Compute optimized,44.0 fps,8 GiB,4 vCPUs,EBS only,Up to 12.5 Gigabit,$0.1982 hourly,$0.1309 hourly,$0.0712 hourly,,
C8GB 12xlarge Extra Large,c8gb.12xlarge,"1,444,151.937",Compute optimized,291.0 fps,96 GiB,48 vCPUs,EBS only,100 Gigabit,,,,,
C8GB 16xlarge Extra Large,c8gb.16xlarge,"1,872,713.972",Compute optimized,297.0 fps,128 GiB,64 vCPUs,EBS only,133.33 Gigabit,,,,,
C8GB 24xlarge,c8gb.24xlarge,"2,751,701.899",Compute optimized,297.0 fps,192 GiB,96 vCPUs,EBS only,200 Gigabit,,,,,
C8GB Double Extra Large,c8gb.2xlarge,"255,244.476",Compute optimized,88.0 fps,16 GiB,8 vCPUs,EBS only,Up to 33.33 Gigabit,,,,,
C8GB 48xlarge,c8gb.48xlarge,"5,503,403.798",Compute optimized,117.0 fps,384 GiB,192 vCPUs,EBS only,400 Gigabit,,,,,
C8GB Quadruple Extra Large,c8gb.4xlarge,"477,255.779",Compute optimized,159.0 fps,32 GiB,16 vCPUs,EBS only,33.33 Gigabit,,,,,
C8GB Eight Extra Large,c8gb.8xlarge,"983,858.57",Compute optimized,257.0 fps,64 GiB,32 vCPUs,EBS only,66.66 Gigabit,,,,,
C8GB Large,c8gb.large,"60,163.947",Compute optimized,,4 GiB,2 vCPUs,EBS only,Up to 20 Gigabit,,,,,
C8GB Medium,c8gb.medium,"29,620.853",Compute optimized,,2 GiB,1 vCPUs,EBS only,Up to 16.66 Gigabit,,,,,
C8GB Metal-24xl,c8gb.metal-24xl,"2,861,827.396",Compute optimized,301.0 fps,192 GiB,96 vCPUs,EBS only,200 Gigabit,,,,,
C8GB Metal-48xl,c8gb.metal-48xl,"3,725,261.932",Compute optimized,254.0 fps,384 GiB,192 vCPUs,EBS only,400 Gigabit,,,,,
C8GB Extra Large,c8gb.xlarge,"120,681.852",Compute optimized,46.0 fps,8 GiB,4 vCPUs,EBS only,Up to 26.66 Gigabit,,,,,
C8GD 12xlarge Extra Large,c8gd.12xlarge,,Compute optimized,,96 GiB,48 vCPUs,2850 GB (3×950 GB NVMe SSD),22.5 Gigabit,,,,,
C8GD 16xlarge Extra Large,c8gd.16xlarge,,Compute optimized,,128 GiB,64 vCPUs,3800 GB (2×1900 GB NVMe SSD),30 Gigabit,,,,,
C8GD 24xlarge,c8gd.24xlarge,,Compute optimized,,192 GiB,96 vCPUs,5700 GB (3×1900 GB NVMe SSD),40 Gigabit,,,,,
C8GD Double Extra Large,c8gd.2xlarge,,Compute optimized,,16 GiB,8 vCPUs,474 GB NVMe SSD,Up to 15 Gigabit,,,,,
C8GD 48xlarge,c8gd.48xlarge,,Compute optimized,,384 GiB,192 vCPUs,11400 GB (6×1900 GB NVMe SSD),50 Gigabit,,,,,
C8GD Quadruple Extra Large,c8gd.4xlarge,,Compute optimized,,32 GiB,16 vCPUs,950 GB NVMe SSD,Up to 15 Gigabit,,,,,
C8GD Eight Extra Large,c8gd.8xlarge,,Compute optimized,,64 GiB,32 vCPUs,1900 GB NVMe SSD,15 Gigabit,,,,,
C8GD Large,c8gd.large,,Compute optimized,,4 GiB,2 vCPUs,118 GB NVMe SSD,Up to 12.5 Gigabit,,,,,
C8GD Medium,c8gd.medium,,Compute optimized,,2 GiB,1 vCPUs,59 GB NVMe SSD,Up to 12.5 Gigabit,,,,,
C8GD Metal-24xl,c8gd.metal-24xl,,Compute optimized,,192 GiB,96 vCPUs,5700 GB (3×1900 GB NVMe SSD),40 Gigabit,,,,,
C8GD Metal-48xl,c8gd.metal-48xl,,Compute optimized,,384 GiB,192 vCPUs,11400 GB (6×1900 GB NVMe SSD),50 Gigabit,,,,,
C8GD Extra Large,c8gd.xlarge,,Compute optimized,,8 GiB,4 vCPUs,237 GB NVMe SSD,Up to 12.5 Gigabit,,,,,
C8GN 12xlarge Extra Large,c8gn.12xlarge,"1,393,020.387",Compute optimized,290.0 fps,96 GiB,48 vCPUs,EBS only,150 Gigabit,$3.5549 hourly,,$0.8465 hourly,,
C8GN 16xlarge Extra Large,c8gn.16xlarge,"1,838,816.262",Compute optimized,297.0 fps,128 GiB,64 vCPUs,EBS only,200 Gigabit,$4.7398 hourly,,$0.8501 hourly,,
C8GN 24xlarge,c8gn.24xlarge,"2,892,219.628",Compute optimized,297.0 fps,192 GiB,96 vCPUs,EBS only,300 Gigabit,$7.1098 hourly,,$1.2515 hourly,,
C8GN Double Extra Large,c8gn.2xlarge,"236,756.437",Compute optimized,88.0 fps,16 GiB,8 vCPUs,EBS only,Up to 50 Gigabit,$0.5925 hourly,,$0.1238 hourly,,
C8GN 48xlarge,c8gn.48xlarge,"5,220,228.385",Compute optimized,274.0 fps,384 GiB,192 vCPUs,EBS only,600 Gigabit,$14.2195 hourly,,$2.6664 hourly,,
C8GN Quadruple Extra Large,c8gn.4xlarge,"470,726.684",Compute optimized,157.0 fps,32 GiB,16 vCPUs,EBS only,50 Gigabit,$1.185 hourly,,$0.2944 hourly,,
C8GN Eight Extra Large,c8gn.8xlarge,"975,386.726",Compute optimized,252.0 fps,64 GiB,32 vCPUs,EBS only,100 Gigabit,$2.3699 hourly,,$0.4725 hourly,,
C8GN Large,c8gn.large,"60,656.608",Compute optimized,,4 GiB,2 vCPUs,EBS only,Up to 30 Gigabit,$0.1481 hourly,,$0.026 hourly,,
C8GN Medium,c8gn.medium,"29,202.765",Compute optimized,,2 GiB,1 vCPUs,EBS only,Up to 25 Gigabit,$0.0741 hourly,,$0.013 hourly,,
C8GN Metal-24xl,c8gn.metal-24xl,,Compute optimized,,192 GiB,96 vCPUs,EBS only,300 Gigabit,,,,,
C8GN Metal-48xl,c8gn.metal-48xl,,Compute optimized,,384 GiB,192 vCPUs,EBS only,600 Gigabit,,,,,
C8GN Extra Large,c8gn.xlarge,"122,165.381",Compute optimized,46.0 fps,8 GiB,4 vCPUs,EBS only,Up to 40 Gigabit,$0.2962 hourly,,$0.0646 hourly,,
C8I-FLEX 12xlarge Extra Large,c8i-flex.12xlarge,"1,172,686.184",Compute optimized,266.0 fps,96 GiB,48 vCPUs,EBS only,Up to 22.5 Gigabit,$2.6645 hourly,,$0.6138 hourly,$4.7621 hourly,
C8I-FLEX 16xlarge Extra Large,c8i-flex.16xlarge,"1,565,493.905",Compute optimized,274.0 fps,128 GiB,64 vCPUs,EBS only,Up to 30 Gigabit,$3.5526 hourly,,$0.5241 hourly,$6.3494 hourly,
C8I-FLEX Double Extra Large,c8i-flex.2xlarge,"188,065.666",Compute optimized,76.0 fps,16 GiB,8 vCPUs,EBS only,Up to 15 Gigabit,$0.4441 hourly,,$0.1454 hourly,$0.7937 hourly,
C8I-FLEX Quadruple Extra Large,c8i-flex.4xlarge,"366,244.468",Compute optimized,141.0 fps,32 GiB,16 vCPUs,EBS only,Up to 15 Gigabit,$0.8882 hourly,,$0.3235 hourly,$1.5874 hourly,
C8I-FLEX Eight Extra Large,c8i-flex.8xlarge,"771,921.361",Compute optimized,232.0 fps,64 GiB,32 vCPUs,EBS only,Up to 15 Gigabit,$1.7763 hourly,,$0.6531 hourly,$3.1747 hourly,
C8I-FLEX Large,c8i-flex.large,"48,504.446",Compute optimized,,4 GiB,2 vCPUs,EBS only,Up to 12.5 Gigabit,$0.111 hourly,,$0.0254 hourly,$0.1984 hourly,
C8I-FLEX Extra Large,c8i-flex.xlarge,"95,085.28",Compute optimized,39.0 fps,8 GiB,4 vCPUs,EBS only,Up to 12.5 Gigabit,$0.222 hourly,,$0.0742 hourly,$0.3968 hourly,
C8I 12xlarge Extra Large,c8i.12xlarge,"1,138,114.997",Compute optimized,282.0 fps,96 GiB,48 vCPUs,EBS only,22.5 Gigabit,$2.8046 hourly,,$0.743 hourly,$5.0126 hourly,
C8I 16xlarge Extra Large,c8i.16xlarge,"1,583,570.457",Compute optimized,251.0 fps,128 GiB,64 vCPUs,EBS only,30 Gigabit,$3.7395 hourly,,$0.878 hourly,$6.6835 hourly,
C8I 24xlarge,c8i.24xlarge,"2,265,486.726",Compute optimized,309.0 fps,192 GiB,96 vCPUs,EBS only,40 Gigabit,$5.6093 hourly,,$1.0805 hourly,$10.0253 hourly,
C8I Double Extra Large,c8i.2xlarge,"189,588.435",Compute optimized,75.0 fps,16 GiB,8 vCPUs,EBS only,Up to 15 Gigabit,$0.4674 hourly,,$0.1105 hourly,$0.8354 hourly,
C8I 32xlarge,c8i.32xlarge,"3,001,876.173",Compute optimized,335.0 fps,256 GiB,128 vCPUs,EBS only,50 Gigabit,$7.479 hourly,,$1.3635 hourly,$13.367 hourly,
C8I 48xlarge,c8i.48xlarge,"4,448,821.178",Compute optimized,311.0 fps,384 GiB,192 vCPUs,EBS only,75 Gigabit,$11.2186 hourly,,$1.1219 hourly,$20.0506 hourly,
C8I Quadruple Extra Large,c8i.4xlarge,"386,706.949",Compute optimized,143.0 fps,32 GiB,16 vCPUs,EBS only,Up to 15 Gigabit,$0.9349 hourly,,$0.3281 hourly,$1.6709 hourly,
C8I Eight Extra Large,c8i.8xlarge,"761,814.07",Compute optimized,242.0 fps,64 GiB,32 vCPUs,EBS only,15 Gigabit,$1.8698 hourly,,$0.5499 hourly,$3.3418 hourly,
C8I 96xlarge,c8i.96xlarge,"8,808,854.734",Compute optimized,312.0 fps,768 GiB,384 vCPUs,EBS only,100 Gigabit,$22.4371 hourly,,$2.2437 hourly,$40.1011 hourly,
C8I Large,c8i.large,"42,900.043",Compute optimized,,4 GiB,2 vCPUs,EBS only,Up to 12.5 Gigabit,$0.1169 hourly,,$0.038 hourly,$0.2089 hourly,
C8I Metal-48xl,c8i.metal-48xl,"4,532,845.423",Compute optimized,292.0 fps,384 GiB,192 vCPUs,EBS only,75 Gigabit,$11.2186 hourly,,$1.1219 hourly,$20.0506 hourly,
C8I Metal-96xl,c8i.metal-96xl,"9,151,572.927",Compute optimized,277.0 fps,768 GiB,384 vCPUs,EBS only,100 Gigabit,$22.4371 hourly,,$2.2437 hourly,$40.1011 hourly,
C8I Extra Large,c8i.xlarge,"94,311.818",Compute optimized,40.0 fps,8 GiB,4 vCPUs,EBS only,Up to 12.5 Gigabit,$0.2337 hourly,,$0.0842 hourly,$0.4177 hourly,
C8IB 12xlarge Extra Large,c8ib.12xlarge,,Compute optimized,,96 GiB,48 vCPUs,EBS only,50 Gigabit,,,,,
C8IB 16xlarge Extra Large,c8ib.16xlarge,,Compute optimized,,128 GiB,64 vCPUs,EBS only,66.66 Gigabit,,,,,
C8IB 24xlarge,c8ib.24xlarge,,Compute optimized,,192 GiB,96 vCPUs,EBS only,100 Gigabit,,,,,
C8IB Double Extra Large,c8ib.2xlarge,,Compute optimized,,16 GiB,8 vCPUs,EBS only,Up to 26.66 Gigabit,,,,,
C8IB 32xlarge,c8ib.32xlarge,,Compute optimized,,256 GiB,128 vCPUs,EBS only,133.33 Gigabit,,,,,
C8IB 48xlarge,c8ib.48xlarge,,Compute optimized,,384 GiB,192 vCPUs,EBS only,200 Gigabit,,,,,
C8IB Quadruple Extra Large,c8ib.4xlarge,,Compute optimized,,32 GiB,16 vCPUs,EBS only,Up to 33.33 Gigabit,,,,,
C8IB Eight Extra Large,c8ib.8xlarge,,Compute optimized,,64 GiB,32 vCPUs,EBS only,33.33 Gigabit,,,,,
C8IB 96xlarge,c8ib.96xlarge,,Compute optimized,,768 GiB,384 vCPUs,EBS only,400 Gigabit,,,,,
C8IB Large,c8ib.large,,Compute optimized,,4 GiB,2 vCPUs,EBS only,Up to 16.66 Gigabit,,,,,
C8IB Metal-48xl,c8ib.metal-48xl,,Compute optimized,,384 GiB,192 vCPUs,EBS only,200 Gigabit,,,,,
C8IB Metal-96xl,c8ib.metal-96xl,,Compute optimized,,768 GiB,384 vCPUs,EBS only,400 Gigabit,,,,,
C8IB Extra Large,c8ib.xlarge,,Compute optimized,,8 GiB,4 vCPUs,EBS only,Up to 20 Gigabit,,,,,
C8ID 12xlarge Extra Large,c8id.12xlarge,,Compute optimized,,96 GiB,48 vCPUs,2850 GB NVMe SSD,22.5 Gigabit,,,,,
C8ID 16xlarge Extra Large,c8id.16xlarge,,Compute optimized,,128 GiB,64 vCPUs,3800 GB NVMe SSD,30 Gigabit,,,,,
C8ID 24xlarge,c8id.24xlarge,,Compute optimized,,192 GiB,96 vCPUs,5700 GB (2×2850 GB NVMe SSD),40 Gigabit,,,,,
